transaction_id,customer_id,partner_id,product_id,transaction_date,amount,revenue,is_repeat,cross_sell,status
T00752,C457,P15,PR01,2025-12-11,2528,75.84,Yes,No,Success
T00753,C091,P01,PR05,2025-03-05,25846,516.92,Yes,No,Success
T00754,C389,P09,PR02,2025-12-15,1796,44.9,No,No,Success
T00755,C414,P08,PR05,2025-04-30,20369,407.38,No,No,Success
T00756,C362,P20,PR04,2025-04-18,46640,1865.6,Yes,No,Success
T00757,C292,P17,PR01,2025-09-10,18676,560.28,Yes,Yes,Success
T00758,C290,P06,PR05,2025-02-03,40016,800.32,Yes,No,Success
T00759,C452,P17,PR07,2025-05-21,15439,231.58,Yes,No,Pending
T00760,C315,P09,PR05,2025-12-15,35426,708.52,Yes,No,Failed
T00761,C027,P11,PR05,2025-08-10,43100,862.0,No,No,Success
T00762,C186,P17,PR05,2025-01-23,32977,659.54,No,Yes,Success
T00763,C162,P01,PR04,2025-07-20,29916,1196.64,Yes,Yes,Success
T00764,C116,P14,PR01,2025-02-08,48829,1464.87,No,Yes,Success
T00765,C050,P01,PR01,2025-09-03,41479,1244.37,Yes,Yes,Success
T00766,C127,P04,PR07,2025-08-31,16910,253.65,Yes,No,Success
T00767,C484,P03,PR02,2025-11-04,16015,400.38,No,No,Success
T00768,C499,P02,PR05,2025-01-18,6105,122.1,Yes,No,Success
T00769,C471,P15,PR05,2025-01-29,4563,91.26,Yes,No,Success
T00770,C027,P10,PR05,2025-07-15,37151,743.02,Yes,No,Success
T00771,C320,P01,PR06,2025-08-21,43735,1530.73,Yes,No,Failed
T00772,C334,P01,PR05,2025-08-21,22757,455.14,Yes,No,Success
T00773,C035,P19,PR01,2025-04-10,47246,1417.38,No,Yes,Success
T00774,C372,P20,PR03,2025-08-16,32048,1602.4,Yes,Yes,Success
T00775,C224,P17,PR01,2025-11-30,38807,1164.21,No,No,Failed
T00776,C241,P10,PR05,2025-11-05,10160,203.2,Yes,No,Success
T00777,C075,P02,PR05,2025-05-02,44953,899.06,Yes,No,Failed
T00778,C500,P07,PR04,2025-11-24,13306,532.24,No,No,Success
T00779,C355,P15,PR05,2025-11-04,46033,920.66,No,No,Success
T00780,C215,P11,PR02,2025-03-25,20136,503.4,Yes,No,Failed
T00781,C328,P08,PR04,2025-12-21,742,29.68,Yes,No,Success
T00782,C414,P13,PR05,2025-04-16,22226,444.52,Yes,No,Success
T00783,C016,P18,PR01,2025-02-28,23954,718.62,Yes,No,Success
T00784,C023,P01,PR06,2025-04-12,24087,843.05,Yes,Yes,Failed
T00785,C434,P18,PR05,2025-05-06,22770,455.4,Yes,Yes,Success
T00786,C426,P05,PR06,2025-07-14,1875,65.62,No,No,Success
T00787,C123,P12,PR02,2025-07-10,30397,759.93,No,No,Pending
T00788,C450,P03,PR08,2025-03-02,28924,578.48,Yes,No,Success
T00789,C356,P12,PR01,2025-06-12,25285,758.55,Yes,No,Success
T00790,C301,P07,PR01,2025-10-02,40872,1226.16,Yes,Yes,Success
T00791,C447,P05,PR05,2025-09-18,18854,377.08,No,No,Success
T00792,C405,P20,PR01,2025-02-03,31345,940.35,Yes,No,Failed
T00793,C256,P17,PR05,2025-08-26,25027,500.54,Yes,No,Success
T00794,C243,P09,PR04,2025-10-25,32926,1317.04,Yes,No,Success
T00795,C459,P07,PR01,2025-08-20,14886,446.58,No,No,Success
T00796,C081,P12,PR06,2025-05-11,37945,1328.08,Yes,Yes,Success
T00797,C118,P19,PR04,2025-01-22,23540,941.6,Yes,No,Success
T00798,C189,P16,PR04,2025-06-12,27301,1092.04,Yes,Yes,Success
T00799,C184,P03,PR02,2025-05-31,5473,136.83,No,No,Success
T00800,C051,P04,PR05,2025-02-06,15425,308.5,Yes,No,Success
T00801,C155,P09,PR05,2025-04-08,16885,337.7,No,No,Pending
T00802,C279,P09,PR05,2025-01-05,48984,979.68,No,No,Success
T00803,C421,P19,PR08,2025-12-02,27091,541.82,Yes,No,Pending
T00804,C117,P08,PR07,2025-04-18,26550,398.25,Yes,No,Success
T00805,C417,P15,PR05,2025-06-24,47850,957.0,No,No,Success
T00806,C214,P07,PR05,2025-08-13,46240,924.8,Yes,No,Success
T00807,C157,P01,PR05,2025-09-13,8911,178.22,No,No,Success
T00808,C386,P13,PR03,2025-12-20,45442,2272.1,Yes,No,Success
T00809,C079,P11,PR05,2025-10-18,9618,192.36,No,No,Success
T00810,C105,P13,PR06,2025-02-02,25490,892.15,Yes,Yes,Success
T00811,C328,P10,PR05,2025-02-17,30091,601.82,Yes,No,Success
T00812,C251,P01,PR06,2025-04-06,40042,1401.47,Yes,No,Success
T00813,C338,P17,PR02,2025-02-05,19577,489.43,Yes,No,Success
T00814,C201,P06,PR02,2025-02-26,27426,685.65,Yes,No,Success
T00815,C067,P07,PR03,2025-06-08,14031,701.55,Yes,No,Success
T00816,C301,P07,PR05,2025-09-15,20836,416.72,No,No,Success
T00817,C033,P13,PR08,2025-11-06,29711,594.22,No,No,Failed
T00818,C237,P19,PR06,2025-01-21,30659,1073.07,No,No,Failed
T00819,C432,P10,PR04,2025-07-20,46395,1855.8,No,No,Success
T00820,C376,P14,PR02,2025-08-23,40983,1024.58,Yes,No,Success
T00821,C485,P02,PR01,2025-05-03,46286,1388.58,No,Yes,Failed
T00822,C470,P03,PR05,2025-12-24,44190,883.8,No,No,Failed
T00823,C063,P12,PR03,2025-02-09,36729,1836.45,No,No,Success
T00824,C130,P07,PR03,2025-09-17,11302,565.1,Yes,Yes,Success
T00825,C196,P11,PR05,2025-07-24,30771,615.42,No,No,Success
T00826,C168,P15,PR01,2025-09-06,9444,283.32,Yes,Yes,Success
T00827,C072,P16,PR05,2025-05-23,29186,583.72,No,Yes,Success
T00828,C064,P18,PR01,2025-07-20,19777,593.31,Yes,No,Success
T00829,C184,P06,PR02,2025-04-21,29378,734.45,No,No,Success
T00830,C429,P17,PR04,2025-11-25,3629,145.16,No,No,Success
T00831,C027,P20,PR05,2025-01-03,29597,591.94,Yes,No,Success
T00832,C103,P03,PR02,2025-01-09,16132,403.3,Yes,No,Success
T00833,C033,P08,PR01,2025-02-19,44340,1330.2,No,No,Success
T00834,C263,P04,PR01,2025-06-17,27742,832.26,Yes,No,Success
T00835,C481,P14,PR07,2025-03-03,26390,395.85,Yes,Yes,Success
T00836,C162,P01,PR01,2025-07-19,43360,1300.8,Yes,Yes,Success
T00837,C189,P02,PR02,2025-02-04,41388,1034.7,No,No,Success
T00838,C365,P18,PR04,2025-10-19,7172,286.88,Yes,No,Success
T00839,C199,P05,PR08,2025-06-20,46133,922.66,Yes,No,Success
T00840,C247,P03,PR08,2025-06-21,44171,883.42,Yes,No,Success
T00841,C120,P17,PR05,2025-10-28,49115,982.3,No,Yes,Success
T00842,C159,P08,PR05,2025-08-08,8630,172.6,No,No,Success
T00843,C104,P05,PR03,2025-07-12,19938,996.9,Yes,Yes,Failed
T00844,C379,P11,PR05,2025-03-10,29580,591.6,Yes,No,Success
T00845,C332,P10,PR05,2025-01-13,27690,553.8,Yes,No,Success
T00846,C465,P08,PR02,2025-12-18,4043,101.08,No,Yes,Failed
T00847,C227,P01,PR05,2025-02-03,12528,250.56,No,Yes,Success
T00848,C481,P07,PR05,2025-03-06,9775,195.5,Yes,No,Success
T00849,C260,P03,PR07,2025-08-07,15986,239.79,No,No,Success
T00850,C311,P08,PR02,2025-06-05,12062,301.55,Yes,No,Success
T00851,C041,P12,PR02,2025-07-23,32034,800.85,Yes,No,Success
T00852,C390,P05,PR05,2025-09-04,28905,578.1,Yes,No,Failed
T00853,C305,P18,PR05,2025-03-20,20175,403.5,Yes,Yes,Success
T00854,C193,P18,PR02,2025-11-07,19061,476.53,Yes,No,Success
T00855,C003,P01,PR01,2025-09-14,12927,387.81,No,No,Success
T00856,C497,P12,PR03,2025-07-16,26363,1318.15,Yes,No,Success
T00857,C472,P04,PR03,2025-07-17,3044,152.2,No,Yes,Success
T00858,C370,P12,PR07,2025-09-18,49755,746.32,No,No,Success
T00859,C475,P14,PR01,2025-05-07,25753,772.59,Yes,Yes,Success
T00860,C015,P05,PR05,2025-05-14,44830,896.6,No,No,Success
T00861,C488,P06,PR02,2025-01-07,38402,960.05,Yes,Yes,Success
T00862,C301,P03,PR03,2025-09-23,46772,2338.6,No,No,Success
T00863,C155,P17,PR04,2025-09-30,45840,1833.6,No,No,Success
T00864,C446,P03,PR03,2025-02-25,48187,2409.35,No,No,Success
T00865,C108,P13,PR01,2025-12-24,49568,1487.04,Yes,No,Success
T00866,C397,P14,PR01,2025-09-26,5077,152.31,Yes,No,Success
T00867,C361,P05,PR01,2025-04-12,12715,381.45,Yes,No,Success
T00868,C096,P07,PR05,2025-01-31,14431,288.62,No,No,Success
T00869,C226,P20,PR08,2025-02-25,27290,545.8,No,Yes,Success
T00870,C033,P11,PR03,2025-01-16,18637,931.85,Yes,No,Success
T00871,C137,P01,PR01,2025-12-07,4501,135.03,Yes,No,Success
T00872,C193,P20,PR05,2025-09-24,975,19.5,No,No,Failed
T00873,C310,P14,PR04,2025-06-22,22587,903.48,Yes,No,Pending
T00874,C341,P13,PR06,2025-07-13,24172,846.02,No,No,Failed
T00875,C234,P13,PR06,2025-03-13,702,24.57,Yes,Yes,Success
T00876,C418,P08,PR07,2025-07-08,49746,746.19,Yes,No,Failed
T00877,C097,P01,PR05,2025-11-23,43768,875.36,No,No,Success
T00878,C497,P11,PR03,2025-12-14,3498,174.9,Yes,No,Success
T00879,C179,P14,PR05,2025-09-01,5832,116.64,No,No,Failed
T00880,C311,P07,PR05,2025-12-31,19758,395.16,Yes,No,Success
T00881,C017,P05,PR06,2025-09-12,33571,1174.99,No,No,Success
T00882,C087,P15,PR05,2025-03-01,31092,621.84,Yes,No,Success
T00883,C359,P03,PR01,2025-02-24,43737,1312.11,Yes,No,Success
T00884,C393,P09,PR07,2025-04-23,25632,384.48,No,No,Pending
T00885,C070,P18,PR05,2025-11-21,44112,882.24,No,Yes,Success
T00886,C393,P20,PR06,2025-02-03,38246,1338.61,No,No,Success
T00887,C335,P18,PR05,2025-08-12,25511,510.22,No,Yes,Success
T00888,C175,P19,PR01,2025-04-07,6341,190.23,No,Yes,Success
T00889,C296,P01,PR06,2025-06-09,25416,889.56,Yes,No,Success
T00890,C395,P12,PR08,2025-12-14,21448,428.96,No,Yes,Success
T00891,C203,P01,PR05,2025-10-03,7485,149.7,No,No,Success
T00892,C256,P15,PR02,2025-03-17,14846,371.15,No,Yes,Success
T00893,C018,P20,PR06,2025-06-13,46569,1629.92,Yes,No,Success
T00894,C294,P16,PR08,2025-11-20,46802,936.04,No,No,Success
T00895,C079,P07,PR03,2025-04-26,22332,1116.6,No,Yes,Failed
T00896,C373,P13,PR01,2025-06-03,32449,973.47,No,No,Success
T00897,C201,P11,PR08,2025-08-05,36409,728.18,No,No,Success
T00898,C373,P10,PR03,2025-05-25,35092,1754.6,No,Yes,Failed
T00899,C166,P19,PR03,2025-01-28,9078,453.9,No,No,Success
T00900,C227,P16,PR01,2025-05-30,9515,285.45,No,Yes,Success
T00901,C005,P12,PR01,2025-10-22,43179,1295.37,Yes,No,Failed
T00902,C348,P06,PR03,2025-01-29,28491,1424.55,Yes,No,Success
T00903,C333,P11,PR01,2025-10-31,34279,1028.37,Yes,Yes,Success
T00904,C124,P13,PR02,2025-09-08,8285,207.12,Yes,No,Success
T00905,C408,P03,PR05,2025-08-26,45837,916.74,No,No,Success
T00906,C006,P04,PR05,2025-03-01,24572,491.44,Yes,No,Success
T00907,C301,P19,PR05,2025-10-21,2009,40.18,Yes,No,Success
T00908,C248,P14,PR05,2025-06-02,25663,513.26,Yes,Yes,Success
T00909,C095,P13,PR06,2025-12-25,35726,1250.41,Yes,No,Success
T00910,C033,P17,PR06,2025-10-27,32518,1138.13,Yes,No,Success
T00911,C495,P04,PR05,2025-04-03,14096,281.92,No,No,Success
T00912,C063,P02,PR04,2025-03-07,21097,843.88,Yes,No,Success
T00913,C018,P03,PR02,2025-03-05,49853,1246.33,Yes,No,Success
T00914,C001,P08,PR04,2025-06-03,43633,1745.32,Yes,No,Failed
T00915,C228,P05,PR02,2025-10-23,35502,887.55,Yes,No,Failed
T00916,C276,P17,PR08,2025-04-18,40226,804.52,No,No,Success
T00917,C154,P07,PR01,2025-03-10,9784,293.52,No,Yes,Success
T00918,C217,P03,PR01,2025-10-09,41283,1238.49,Yes,No,Failed
T00919,C484,P09,PR03,2025-12-13,5956,297.8,Yes,No,Success
T00920,C138,P07,PR01,2026-01-01,48516,1455.48,Yes,No,Success
T00921,C421,P05,PR05,2025-06-11,28004,560.08,No,No,Success
T00922,C139,P04,PR05,2025-09-30,5580,111.6,Yes,No,Success
T00923,C466,P11,PR05,2025-05-20,24277,485.54,Yes,No,Success
T00924,C194,P04,PR01,2025-03-05,15063,451.89,Yes,No,Success
T00925,C049,P17,PR06,2025-06-28,32587,1140.55,No,No,Success
T00926,C088,P11,PR05,2025-07-19,3643,72.86,Yes,No,Success
T00927,C305,P13,PR05,2025-09-02,36654,733.08,Yes,No,Success
T00928,C065,P05,PR05,2025-07-13,43594,871.88,Yes,No,Failed
T00929,C363,P08,PR05,2025-12-14,24758,495.16,No,No,Success
T00930,C258,P10,PR08,2025-05-22,31214,624.28,No,No,Success
T00931,C157,P03,PR07,2025-06-06,15492,232.38,Yes,No,Success
T00932,C123,P03,PR01,2025-03-26,48338,1450.14,Yes,Yes,Success
T00933,C493,P14,PR07,2025-12-13,1200,18.0,Yes,No,Success
T00934,C455,P18,PR05,2025-12-24,44853,897.06,Yes,Yes,Success
T00935,C366,P14,PR06,2025-12-26,977,34.2,Yes,No,Pending
T00936,C351,P20,PR05,2025-01-22,35110,702.2,No,No,Success
T00937,C463,P08,PR06,2025-03-31,34809,1218.32,Yes,No,Success
T00938,C254,P13,PR07,2025-03-29,28203,423.04,Yes,Yes,Failed
T00939,C436,P04,PR02,2025-05-29,35831,895.78,Yes,No,Success
T00940,C202,P07,PR05,2025-06-06,37779,755.58,No,No,Success
T00941,C457,P20,PR06,2025-09-07,30846,1079.61,Yes,Yes,Success
T00942,C003,P12,PR02,2025-04-06,7523,188.08,Yes,Yes,Success
T00943,C264,P05,PR01,2025-07-30,35174,1055.22,Yes,No,Success
T00944,C241,P13,PR05,2025-07-11,15317,306.34,Yes,No,Success
T00945,C225,P15,PR06,2025-03-24,7623,266.81,Yes,No,Success
T00946,C102,P04,PR06,2025-04-08,46979,1644.27,Yes,Yes,Success
T00947,C083,P07,PR02,2025-09-03,2571,64.28,No,No,Success
T00948,C410,P05,PR04,2025-06-16,32977,1319.08,No,No,Success
T00949,C432,P13,PR05,2025-03-09,49120,982.4,Yes,Yes,Success
T00950,C007,P08,PR01,2025-01-27,33268,998.04,No,No,Pending
T00951,C246,P10,PR05,2025-05-25,28964,579.28,Yes,No,Success
T00952,C096,P08,PR01,2025-05-24,34004,1020.12,No,No,Pending
T00953,C102,P16,PR02,2025-12-28,28625,715.62,No,Yes,Success
T00954,C438,P19,PR05,2025-11-19,12864,257.28,No,Yes,Success
T00955,C476,P05,PR01,2025-08-07,13094,392.82,Yes,Yes,Failed
T00956,C157,P08,PR03,2025-04-24,34904,1745.2,Yes,No,Success
T00957,C057,P09,PR05,2025-07-06,20441,408.82,Yes,No,Success
T00958,C094,P02,PR02,2025-01-01,3616,90.4,Yes,No,Success
T00959,C052,P14,PR04,2025-04-05,40249,1609.96,Yes,No,Success
T00960,C007,P18,PR01,2025-03-08,44340,1330.2,Yes,No,Success
T00961,C310,P12,PR05,2025-05-02,35159,703.18,No,Yes,Success
T00962,C323,P20,PR06,2025-03-03,9051,316.79,Yes,No,Failed
T00963,C361,P15,PR06,2025-02-20,13143,460.01,Yes,No,Success
T00964,C274,P05,PR05,2025-01-23,13738,274.76,Yes,No,Success
T00965,C500,P12,PR06,2025-07-07,37222,1302.77,Yes,No,Failed
T00966,C269,P17,PR01,2025-01-12,27959,838.77,Yes,No,Pending
T00967,C032,P07,PR02,2025-07-23,37604,940.1,Yes,No,Success
T00968,C385,P17,PR01,2025-07-16,29188,875.64,Yes,No,Success
T00969,C082,P19,PR02,2025-04-22,735,18.38,Yes,Yes,Failed
T00970,C363,P17,PR05,2025-05-13,33518,670.36,Yes,Yes,Success
T00971,C115,P02,PR05,2025-10-01,11713,234.26,Yes,Yes,Success
T00972,C139,P02,PR06,2025-11-25,9214,322.49,No,No,Success
T00973,C178,P20,PR01,2025-07-08,43009,1290.27,Yes,No,Failed
T00974,C210,P20,PR02,2025-05-31,9256,231.4,Yes,Yes,Success
T00975,C375,P09,PR06,2025-04-01,14870,520.45,Yes,Yes,Success
T00976,C055,P13,PR06,2025-12-01,38724,1355.34,Yes,No,Success
T00977,C113,P11,PR02,2025-05-18,29479,736.98,Yes,No,Failed
T00978,C119,P14,PR03,2025-07-08,29732,1486.6,Yes,No,Success
T00979,C097,P19,PR04,2025-09-09,12041,481.64,No,Yes,Success
T00980,C419,P13,PR02,2025-12-18,12147,303.68,No,Yes,Success
T00981,C497,P13,PR02,2025-02-21,42778,1069.45,No,Yes,Success
T00982,C194,P13,PR01,2025-01-11,7035,211.05,Yes,Yes,Success
T00983,C128,P03,PR07,2025-05-18,9162,137.43,Yes,No,Success
T00984,C278,P11,PR07,2025-12-29,7469,112.03,Yes,Yes,Success
T00985,C158,P11,PR06,2025-09-03,11191,391.69,Yes,Yes,Success
T00986,C011,P02,PR05,2025-02-22,8565,171.3,Yes,Yes,Failed
T00987,C468,P08,PR03,2025-01-13,579,28.95,Yes,No,Success
T00988,C197,P04,PR02,2025-09-09,45353,1133.83,Yes,Yes,Success
T00989,C040,P20,PR07,2025-06-20,23916,358.74,Yes,No,Failed
T00990,C078,P06,PR06,2025-08-08,40116,1404.06,Yes,No,Success
T00991,C352,P10,PR01,2025-11-16,44230,1326.9,No,No,Success
T00992,C189,P09,PR06,2025-12-31,43867,1535.35,No,No,Failed
T00993,C076,P11,PR08,2025-03-17,43482,869.64,Yes,No,Success
T00994,C058,P19,PR04,2025-08-07,4911,196.44,No,No,Success
T00995,C393,P13,PR08,2025-06-30,12419,248.38,Yes,No,Success
T00996,C171,P05,PR03,2025-12-01,42220,2111.0,No,No,Success
T00997,C273,P18,PR05,2025-04-28,32783,655.66,Yes,No,Success
T00998,C416,P08,PR05,2025-12-26,45949,918.98,Yes,No,Success
T00999,C286,P16,PR06,2025-03-10,24250,848.75,No,Yes,Success
T01000,C151,P15,PR06,2025-03-15,9632,337.12,No,No,Failed
T01001,C424,P08,PR04,2025-01-29,14310,572.4,No,Yes,Success
T01002,C014,P14,PR01,2025-07-10,48543,1456.29,Yes,Yes,Success
T01003,C446,P06,PR04,2025-01-16,39423,1576.92,Yes,Yes,Success
T01004,C077,P06,PR01,2025-08-29,27795,833.85,No,No,Success
T01005,C370,P11,PR02,2025-08-16,27469,686.73,No,No,Success
T01006,C017,P20,PR01,2025-03-30,42603,1278.09,Yes,Yes,Success
T01007,C284,P09,PR05,2025-10-20,30272,605.44,Yes,No,Success
T01008,C268,P13,PR01,2025-03-06,6525,195.75,No,No,Success
T01009,C500,P18,PR03,2025-11-06,49389,2469.45,No,No,Success
T01010,C208,P13,PR02,2025-03-26,42566,1064.15,Yes,No,Success
T01011,C040,P12,PR02,2025-11-05,7341,183.53,No,No,Success
T01012,C034,P07,PR01,2025-11-02,7477,224.31,Yes,No,Success
T01013,C124,P09,PR02,2025-02-13,2621,65.53,No,No,Success
T01014,C025,P11,PR05,2025-02-17,3493,69.86,No,Yes,Success
T01015,C257,P07,PR02,2025-06-11,26592,664.8,No,No,Pending
T01016,C170,P14,PR05,2025-09-15,6881,137.62,Yes,No,Success
T01017,C245,P19,PR05,2025-01-20,25542,510.84,Yes,Yes,Success
T01018,C488,P08,PR06,2025-04-21,6613,231.46,No,No,Success
T01019,C265,P20,PR01,2025-11-30,33374,1001.22,Yes,No,Success
T01020,C185,P20,PR01,2025-08-09,19560,586.8,Yes,No,Success
T01021,C311,P03,PR02,2025-03-20,40502,1012.55,Yes,No,Success
T01022,C281,P03,PR01,2025-09-13,20786,623.58,Yes,No,Failed
T01023,C296,P12,PR01,2025-06-30,18857,565.71,Yes,Yes,Success
T01024,C132,P15,PR02,2025-11-29,31515,787.88,No,No,Pending
T01025,C440,P10,PR04,2025-07-25,24320,972.8,Yes,No,Success
T01026,C433,P20,PR04,2025-06-10,34085,1363.4,Yes,No,Success
T01027,C022,P20,PR02,2025-11-26,45231,1130.78,Yes,No,Success
T01028,C437,P04,PR05,2025-05-29,10629,212.58,Yes,No,Failed
T01029,C343,P03,PR02,2025-06-28,30795,769.88,Yes,No,Failed
T01030,C093,P04,PR04,2025-07-23,6124,244.96,No,Yes,Success
T01031,C249,P07,PR02,2025-12-26,40107,1002.68,No,Yes,Success
T01032,C075,P07,PR05,2025-06-13,31299,625.98,Yes,No,Success
T01033,C405,P14,PR01,2025-08-31,24190,725.7,Yes,Yes,Success
T01034,C139,P09,PR05,2025-11-22,28216,564.32,Yes,Yes,Success
T01035,C232,P14,PR01,2025-09-26,47175,1415.25,Yes,No,Success
T01036,C176,P10,PR01,2025-03-26,28584,857.52,Yes,No,Success
T01037,C495,P14,PR05,2025-07-01,11030,220.6,No,No,Success
T01038,C102,P03,PR05,2025-12-08,39633,792.66,Yes,Yes,Success
T01039,C381,P11,PR06,2025-01-08,48626,1701.91,Yes,No,Success
T01040,C406,P14,PR06,2025-05-15,7945,278.08,Yes,Yes,Success
T01041,C325,P15,PR06,2025-11-24,8739,305.87,No,Yes,Success
T01042,C357,P18,PR08,2025-03-27,28036,560.72,No,Yes,Success
T01043,C296,P01,PR01,2025-07-09,45040,1351.2,No,Yes,Failed
T01044,C359,P16,PR05,2025-11-29,8675,173.5,No,No,Success
T01045,C268,P11,PR06,2025-02-28,28408,994.28,No,No,Success
T01046,C278,P14,PR05,2025-07-15,11159,223.18,Yes,No,Success
T01047,C318,P04,PR05,2025-02-14,46512,930.24,No,Yes,Success
T01048,C054,P16,PR05,2025-11-16,27453,549.06,No,Yes,Success
T01049,C342,P10,PR05,2025-08-04,2638,52.76,Yes,No,Success
T01050,C487,P04,PR01,2025-06-29,31274,938.22,No,No,Success
T01051,C402,P13,PR06,2025-01-04,46626,1631.91,No,No,Success
T01052,C136,P10,PR02,2025-08-01,43667,1091.67,No,Yes,Failed
T01053,C079,P12,PR01,2025-09-23,2220,66.6,No,No,Success
T01054,C124,P18,PR07,2025-07-20,28681,430.21,Yes,No,Success
T01055,C220,P05,PR06,2025-11-22,38370,1342.95,Yes,No,Success
T01056,C224,P08,PR02,2025-02-20,10883,272.07,No,Yes,Success
T01057,C432,P09,PR05,2025-10-11,26190,523.8,Yes,No,Success
T01058,C322,P19,PR01,2025-03-20,1256,37.68,Yes,No,Failed
T01059,C013,P05,PR01,2025-08-21,25561,766.83,No,No,Success
T01060,C153,P07,PR05,2025-10-02,15032,300.64,No,No,Success
T01061,C338,P02,PR03,2025-05-21,17570,878.5,Yes,Yes,Success
T01062,C057,P15,PR08,2025-11-02,7277,145.54,Yes,Yes,Success
T01063,C254,P12,PR01,2025-04-17,5571,167.13,Yes,No,Success
T01064,C040,P07,PR01,2025-12-18,41504,1245.12,Yes,No,Success
T01065,C093,P10,PR04,2025-01-06,11058,442.32,No,No,Success
T01066,C500,P11,PR06,2025-06-27,8181,286.34,Yes,No,Success
T01067,C131,P04,PR01,2025-04-09,49107,1473.21,No,No,Success
T01068,C444,P12,PR05,2025-02-28,14675,293.5,No,Yes,Success
T01069,C482,P05,PR01,2025-05-18,45824,1374.72,Yes,Yes,Success
T01070,C151,P15,PR05,2025-09-11,43224,864.48,Yes,No,Failed
T01071,C352,P09,PR02,2025-07-21,13468,336.7,Yes,No,Success
T01072,C489,P16,PR01,2025-08-10,13989,419.67,No,No,Success
T01073,C056,P20,PR06,2025-07-16,41323,1446.31,Yes,No,Success
T01074,C231,P06,PR05,2025-01-18,4711,94.22,No,No,Success
T01075,C487,P17,PR05,2025-06-30,42777,855.54,Yes,Yes,Success
T01076,C184,P08,PR04,2025-02-07,12684,507.36,Yes,No,Success
T01077,C164,P01,PR02,2025-06-18,1131,28.28,Yes,No,Success
T01078,C198,P10,PR02,2025-11-05,4840,121.0,Yes,Yes,Success
T01079,C039,P19,PR05,2025-11-27,44497,889.94,Yes,No,Success
T01080,C026,P16,PR02,2025-09-13,13418,335.45,Yes,No,Success
T01081,C168,P19,PR04,2025-07-16,39915,1596.6,Yes,Yes,Success
T01082,C003,P15,PR05,2025-05-26,38232,764.64,Yes,No,Success
T01083,C021,P11,PR05,2025-11-27,35071,701.42,Yes,No,Success
T01084,C141,P11,PR03,2025-06-27,20226,1011.3,Yes,No,Success
T01085,C153,P15,PR05,2025-09-10,26277,525.54,No,No,Success
T01086,C053,P01,PR03,2025-04-25,40999,2049.95,Yes,Yes,Success
T01087,C371,P14,PR02,2025-04-26,45562,1139.05,Yes,Yes,Failed
T01088,C003,P02,PR03,2025-05-13,35729,1786.45,No,Yes,Success
T01089,C169,P20,PR02,2025-07-14,17783,444.58,Yes,Yes,Success
T01090,C164,P05,PR04,2025-10-27,8776,351.04,No,No,Success
T01091,C268,P17,PR04,2025-05-04,8519,340.76,Yes,No,Pending
T01092,C248,P08,PR02,2025-02-17,48397,1209.92,Yes,No,Success
T01093,C338,P07,PR05,2025-12-22,16384,327.68,Yes,No,Success
T01094,C240,P13,PR01,2025-04-07,14664,439.92,Yes,No,Success
T01095,C440,P11,PR05,2025-06-09,34180,683.6,No,No,Success
T01096,C113,P12,PR01,2025-07-17,9023,270.69,No,No,Success
T01097,C036,P09,PR05,2025-08-05,12817,256.34,Yes,No,Failed
T01098,C237,P04,PR05,2025-02-26,10152,203.04,Yes,No,Success
T01099,C272,P15,PR01,2025-06-30,43877,1316.31,Yes,No,Success
T01100,C204,P17,PR04,2025-08-09,10371,414.84,Yes,Yes,Success
T01101,C196,P14,PR01,2025-04-10,43008,1290.24,Yes,No,Success
T01102,C266,P14,PR05,2025-02-25,32849,656.98,No,No,Pending
T01103,C459,P02,PR02,2025-10-22,3982,99.55,Yes,Yes,Success
T01104,C359,P13,PR02,2025-07-20,41146,1028.65,Yes,Yes,Success
T01105,C106,P06,PR05,2025-04-15,32951,659.02,Yes,No,Success
T01106,C095,P17,PR05,2025-12-25,6676,133.52,No,No,Failed
T01107,C162,P03,PR05,2025-03-27,11656,233.12,Yes,No,Success
T01108,C220,P11,PR01,2025-01-11,31603,948.09,Yes,No,Success
T01109,C305,P12,PR05,2025-08-31,1137,22.74,Yes,No,Success
T01110,C291,P10,PR01,2025-04-27,1639,49.17,Yes,Yes,Success
T01111,C412,P11,PR01,2025-08-20,20462,613.86,Yes,No,Success
T01112,C187,P15,PR05,2025-01-07,17115,342.3,No,No,Success
T01113,C439,P20,PR05,2025-09-05,44011,880.22,Yes,No,Success
T01114,C439,P08,PR01,2025-12-04,27390,821.7,No,No,Success
T01115,C499,P14,PR05,2025-07-04,46100,922.0,Yes,Yes,Failed
T01116,C495,P09,PR03,2025-11-17,7573,378.65,No,No,Success
T01117,C090,P09,PR07,2025-12-14,35031,525.47,Yes,No,Success
T01118,C159,P07,PR07,2025-01-22,18604,279.06,Yes,No,Success
T01119,C291,P12,PR01,2025-05-28,30320,909.6,Yes,Yes,Failed
T01120,C077,P17,PR01,2025-05-29,45124,1353.72,No,No,Success
T01121,C008,P15,PR02,2025-01-21,19815,495.38,Yes,No,Success
T01122,C221,P12,PR04,2025-12-05,833,33.32,No,Yes,Success
T01123,C341,P18,PR06,2025-03-21,33398,1168.93,No,No,Success
T01124,C300,P03,PR05,2025-05-29,28814,576.28,Yes,No,Success
T01125,C198,P14,PR06,2025-07-24,42249,1478.72,No,Yes,Success
T01126,C089,P19,PR02,2025-08-12,20864,521.6,No,No,Success
